Comm_ID	Account of relevés	Locations of relevés	Authors	Year of occurances
2290	21	Upper Rhine plain, southern Upper Rhine hill country, with Kaiserstuhl, northern Upper Rhine hill country (Germany)	Hügin	1982
2290		It includes all Famenne oak woods and part of the oak woods of the lower and middle Ardennes; also in the Atlantic region (Belgium)	Jaquemart et Deschamps 2025	2025
2290	15	Upper Rhine plain, southern Upper Rhine hill country, with Kaiserstuhl, northern Upper Rhine hill country (Germany)	Knapp	1946
2290	16	Upper Rhine plain, southern Upper Rhine hill country, with Kaiserstuhl, northern Upper Rhine hill country (Germany)	Knapp	1946
2290	60	Upper Rhine plain, southern Upper Rhine hill country, with Kaiserstuhl, northern Upper Rhine hill country (Germany)	Knapp	1963
2290	1	Neckar area, Swabian-Franconian Forest, east and southeast Swabian Alb (Germany)	Kohler	1960
2290	4	western foothills of the Alps, Lake Constance and High Rhine area (Germany)	Lang	1973
2290	344	Pomeranian region (Poland)	Matuszkiewicz, W.+ A. (1985)	1985
2290	1198	Growth districts: 1 Northern Southern Hochösling, 3 Upper Sûre, Wiltz, Clierf and Blee valleys, 4 Our valley and 12 Southern Gutland (Luxembourg)	Niemeyer et al. 2010	2010
2290	15	Upper Rhine plain, southern Upper Rhine hill country, with Kaiserstuhl, northern Upper Rhine hill country (Germany)	Oberdorfer	1936
2290	50	Upper Rhine plain, southern Upper Rhine hill country, with Kaiserstuhl, northern Upper Rhine hill country (Germany)	Oberdorfer	1957
2290	6	Altmark (Germany)	Passarge	1962
2290	13	Upper Rhine plain, southern Upper Rhine hill country, with Kaiserstuhl, northern Upper Rhine hill country (Germany)	Philippi	1972
2290	15	east and west foreland of the Swabian Alb (Germany)	Rodi	1956
2290	1123	North-western Europe	Runge	n.n.
2290	92	from northern France to north-western Germany. In the Netherlands in southern Limburg, on the Drents Plateau, in Twente, in the Rijk van Nijmegen and the Achterhoek, on the inner dune edge in The Hague.	Schaminée et al. 2022	
2290	15	Central Saxon loess hill country, Mulde loess hill country, (Erzgebirge basin), Großenhainer Pflege, (Altenburg-Zeitz loess hill country), Leipziger Land, North- Saxon plate and hill country, Upper Lusatia (Germany)	Schmidt	n.n.
2290	4	Upper Rhine plain, southern Upper Rhine hill country, with Kaiserstuhl, northern Upper Rhine hill country (Germany)	Schwarz	1941
2290	6	Neckar region, eastern Odenwald and its fringes (Germany)	Schwarz	1941
2290	10	western foothills of the Alps, Lake Constance and High Rhine area (Germany)	Stamm	1938
2290	4	priswestern foothills of the Alps, Lake Constance and High Rhine area (Germany)	Stoffler	n.n.
2290	146	Upper Rhine plain, southern Upper Rhine hill country, with Kaiserstuhl, northern Upper Rhine hill country (Germany)	Streitz	1967
2290	113	Neckar region, eastern Odenwald and its outskirts (Germany)	Th. Müller	n.n.
2290	63	Upper Rhine plain, southern Upper Rhine hill country, with Kaiserstuhl, northern Upper Rhine hill country (Germany)	Th. Müller	n.n.
2290	17	Upper Rhine plain, southern Upper Rhine hill country, with Kaiserstuhl, northern Upper Rhine hill country (Germany)	Th. Müller	n.n.
2290	17	western foothills of the Alps, Lake Constance and High Rhine area (Germany)	Th. Müller	n.n.
2290	6	east and west foothills of the Swabian Alb (Germany)	Th. Müller	n.n.
2290	191	Neckar region, Swabian-Franconian Forest, eastern and southeastern Swabian Alb (Germany)	Th. Müller	n.n.
2290	11	West- and North-West-Germany, in the whole area	Tüxen	1937
2290	5	Upper Rhine plain, southern Upper Rhine hill country, with Kaiserstuhl, northern Upper Rhine hill country (Germany)	v. Rochow	1948
2291	1	Karawanken (Austria)	Aichinger	1933
2291	5	Drava between Mauthbrücken and Sachsenburg (Carinthia, Austria)	Egger	1992
2291	2	Carinthia (Austria)	Franz	1990
2291	2	Lake Wörth surroundings (Carinthia/Austria)	Franz	1990
2291	2	Wollanig area near Villach (Austria)	Hecke	1965
2291	8	East Styrian Grabenland (Austria)	Jeitler	2000
2291	3	Marginal areas Koralpe, southwestern Styria, Klagenfurt Basin (Styria/Austria)	Knapp	1944
2291	12	Lake Wörth surroundings (Carinthia/Austria)	Kutschera	1951
2291	3	Marginal areas Koralpe, southwest Styria, Klagenfurt Basin (Styria/Austria)	Otto	1967
2291	10	Marginal areas Koralpe, southwestern Styria, Klagenfurt Basin (Styria/Austria)	Sturm	1978
2291	3	catchment area of the Stainz- and Gamsbach (western Styria)tine	Wolf	1996
2292		alluvial terraces: La Mandria, Vaude, Baragge, Bosco della Partecipanza di Trino and moraine hills, from Eporediese to Verbano. Ossola Valley (Bosco Tenso) and in the lower Pellice Valley (Italy)	Camerano et al. 2008	2008
2292	179	Eastern Central Europe	Runge	n.n.
2292	9	Kisalföld, Eszaki Alföld, Hanság: Lébény, Nyírség: Ófehértó, Duna-Tisza köze, Pusztavacs, Eszaki Alföld: Bodrogparti, Long-erdő, Bereg- Szatmári sík (Hungary)	Soó 1964	1964
2292	17	Central Germany, in middle and lower altitudes of the North-West-German area, (on dry loess soils)	Tüxen	1937
2292		"common to central and northern part of Moldova, Dniester Plateau and its
tributaries (Republic Moldova) "	Ungureanu et al.	2017
2293	43	middle locations of the mountain and hill country North-West-Germany	Tüxen	1937
2293		"common to central and northern part of Moldova, Dniester Plateau and its
tributaries (Republic Moldova) "	Ungureanu et al.	2017
2293		Codrii area (Republic Moldova)	Ungureanu et al.	2017
2301	9	South-East-Altmark (Germany)	Passarge	1962
2302	17	Main-Tauber region with Grabfeld, northern Upper Rhine loess and limestone hill country (Rhine-Hessian hill country), Upper Alsace (Colmar dry area), Lower Swabian-Bavarian plateau (Germany)	Felser	1954
2302	25	Main-Tauber region with Grabfeld, northern Upper Rhine loess and limestone hill country (Rhine-Hessian hill country), Upper Alsace (Colmar dry area), Lower Swabian-Bavarian plateau (Germany)	Förster	1968
2302	1	Main-Tauber region with Grabfeld, northern Upper Rhine loess and limestone hill country (Rhine-Hessian hill country), Upper Alsace (Colmar dry area), Lower Swabian-Bavarian plateau (Germany)	Gauckler	1957
2302	8	Main-Tauber region with Grabfeld, northern Upper Rhine loess and limestone hill country (Rhine-Hessian hill country), Upper Alsace (Colmar dry area), Lower Swabian-Bavarian plateau (Germany)	Hofmann	1966
2302	2	Main-Tauber region with Grabfeld, northern Upper Rhine loess and limestone hill country (Rhine-Hessian hill country), Upper Alsace (Colmar dry area), Lower Swabian-Bavarian plateau (Germany)	Knapp	1944
2302	6	Main-Tauber region with Grabfeld, northern Upper Rhine loess and limestone hill country (Rhine-Hessian hill country), Upper Alsace (Colmar dry area), Lower Swabian-Bavarian plateau (Germany)	Meusel	1935
2302	2	Main-Tauber region with Grabfeld, northern Upper Rhine loess and limestone hill country (Rhine-Hessian hill country), Upper Alsace (Colmar dry area), Lower Swabian-Bavarian plateau (Germany)	Oberdorfer	1957
2302	1	Main-Tauber region with Grabfeld, northern Upper Rhine loess and limestone hill country (Rhine-Hessian hill country), Upper Alsace (Colmar dry area), Lower Swabian-Bavarian plateau (Germany)	Oberdorfer	n.n.
2302	1	Main-Tauber region with Grabfeld, northern Upper Rhine loess and limestone hill country (Rhine-Hessian hill country), Upper Alsace (Colmar dry area), Lower Swabian-Bavarian plateau (Germany)	Philippi	1983
2302	5	Main-Tauber region with Grabfeld, northern Upper Rhine loess and limestone hill country (Rhine-Hessian hill country), Upper Alsace (Colmar dry area), Lower Swabian-Bavarian plateau (Germany)	Rühl	1954
2302	1	Main-Tauber region with Grabfeld, northern Upper Rhine loess and limestone hill country (Rhine-Hessian hill country), Upper Alsace (Colmar dry area), Lower Swabian-Bavarian plateau (Germany)	Th. Müller	n.n.
2302	1	Main-Tauber region with Grabfeld, northern Upper Rhine loess and limestone hill country (Rhine-Hessian hill country), Upper Alsace (Colmar dry area), Lower Swabian-Bavarian plateau (Germany)	Türk	1987
2302	2	Main-Tauber region with Grabfeld, northern Upper Rhine loess and limestone hill country (Rhine-Hessian hill country), Upper Alsace (Colmar dry area), Lower Swabian-Bavarian plateau (Germany)	Volk	1937
2302	3	Main-Tauber region with Grabfeld, northern Upper Rhine loess and limestone hill country (Rhine-Hessian hill country), Upper Alsace (Colmar dry area), Lower Swabian-Bavarian plateau (Germany)	W. Hofmann	1968
2303		Pre-Alpine belt, from the Pinerolese foothills (including the lower Susa Valley) to the Ceronda, Casternone and piedmont Canavese (Italy)	Camerano et al. 2008	2008
2303	1	Lutov (North-West-Slovakia)	Chytry	1991
2303	2	Nemecky (North-West-Slovakia)	Chytry	1991
2303	1	Male Hoste (North-West-Slovakia)	Chytry	1991
2303	17	South Moravia, SE margins of the Bohemian Massif, SW foothills of the Biíé Karpaty Mts. (Czech Republic)	Chytrý & Horák (1997)	1991
2303	17	South Moravia, SE margins of the Bohemian Massif, SW foothills of the Biíé Karpaty Mts. (Czech Republic)	Chytrý & Horák (1997)	1991
2303	7	Kisielany Region, northwestern Siedlce Upland (Poland)	Ciosek (2006: 326, tab. 2, rels. 1–7)	2006
2303	7	Kisielany Region, northwestern Siedlce Upland (Poland)	Ciosek (2006: 326, tab. 2, rels. 1–7)	2006
2303	87	Transsylvania (Romania)	Donita et al. 2008	2007
2303	3	East-Brandenburg (Germany)	Hofmann	1960
2303	6	East-Brandenburg (Germany)	Hofmann	1960
2303	4	Brandenburg, Altmark (Germany)	Hofmann	1960
2303	25	Transylvanian basin, including perepherial basins of Brasov and Hateg (Romania)	Indreica (2011: 302, tab. 2, rels. 1–25)	2011
2303	25	Transylvanian basin, including perepherial basins of Brasov and Hateg (Romania)	Indreica (2011: 302, tab. 2, rels. 1–25)	2011
2303	16	Milechowy Nature Reserve (Poland)	Jakubowska-Gabara (2000: 44, tab. 9, rels. 1–16)	2000
2303	16	Milechowy Nature Reserve (Poland)	Jakubowska-Gabara (2000: 44, tab. 9, rels. 1–16)	2000
2303	98	eastern part of the Central Wielkopolska Region (Poland)	Kasprowicz (2010: 110, tab. 3, syntaxon 5)	2010
2303	98	eastern part of the Central Wielkopolska Region (Poland)	Kasprowicz (2010: 110, tab. 3, syntaxon 5)	2010
2303	6	Mainz dryland (Germany)	Knapp	1944
2303	5	Neumark basin (Germany)	Libbert	1933
2303	5	Neumark basin (Germany)	Libbert	1933
2303	20	Bryansk Region, Suzemka and Trubchevsk Districts (Russia)	Morozova (1999: 84, tabl: 11, rels. 1–20)	1999
2303	20	Bryansk Region, Suzemka and Trubchevsk Districts (Russia)	Morozova (1999: 84, tabl: 11, rels. 1–20)	1999
2303	16	Brandenburg, Altmark (Germany)	Passarge	1957
2303	6	East-Brandenburg (Germany)	Passarge	1957
2303	5	Havelland (Germany)	Passarge	1957
2303	10	Brandenburg, Altmark (Germany)	Passarge	1962
2303	1	East-Brandenburg (Germany)	Passarge	1968
2303	70	Hornonitrianská, Žilinská, Zvolenská, Hornádská, Košická kotlina Basins; Nitrianská pahorkatina, Krupinská vrchovina,  Spišskošarišské medzihorie, Nízké Beskydy Mts (Slovakia)	Rolecek 2005	n.n.
2303	70	Hornonitrianská, Žilinská, Zvolenská, Hornádská, Košická kotlina Basins; Nitrianská pahorkatina, Krupinská vrchovina,  Spišskošarišské medzihorie, Nízké Beskydy Mts (Slovakia)	Rolecek 2005	n.n.
2303	10	Elbhügelland, Nature Protected Area  Ziegenbusch, Nature Protected Area  Winzerwiese (Germany)	Schmidt	n.n.
2304		Romania: on the sands of northwestern Romania (Carei, Valea lui Mihai, Secuieni), in the forest-steppe zone	Donita et al. 2005	1957
2304		northwestern Romania (Carei, Valea lui Mihai, Secuieni), in the forest-steppe zone	Donita et al. 2005	1957
2304	10	Cherkassy Region (Ukraine)	Gayova & Korotchenko (2013: 29, tab. 1, rels. 1–10)	2013
2304	10	Cherkassy Region (Ukraine)	Gayova & Korotchenko (2013: 29, tab. 1, rels. 1–10)	2013
2304	72	Pannonian region, mainly Podunajská pahorkatina Hills and the Podunajská rovina Plain, rare on the Východoslovenská rovina Plain (Slovakia)	Hegedusova et al. 2021	n.n. 
2304	9	Cherkassy Region, the Kaniv Nature Reserve (Ukraine)	Shevchyk et al.	1996
2304	9	Cherkassy Region, the Kaniv Nature Reserve (Ukraine)	Shevchyk et al.	1996
2304	2	Nyírség, Duna-Tisza köze, (Hungary)	Soó 1964	1964
2304		on highlands, on plateaus along the Dniester and Prut river valleys in northern districts (Republic Moldova)	Ungureanu et al.	2017
2305	9	Cherkassy Region, the Kaniv Nature Reserve in the Dieper River valley (Ukraine)	Shevchyk et al.	1996
2306	5	Chernihiv Region, Ichnya District (Ukraine)	Bajrak	1996
2307	12	Bryansk Region, Sevsk District (Russia)	Bulokhov & Solomeshch	2003
2307	83	northern and eastern Bohemia, Bohemian Karst, southern Moravia and some other areas (Česko)	Chytry et al. 2013	1975/2013
2307	51	in moderately warm regions between the Carpathian and Pannonian regions, in Hornonitrianská kotlina, Pliešovská kotlina and Košická kotlina Basins and in Východoslovenská pahorkatina Hills (Slovakia)	Hegedusova et al. 2021	n.n. 
2307	9	Bryansk Region, Rognedino and Dubrovka Districts (Russia)	Kuzmenko	2002
2307	6	Sumy region, Desna-Starogutsky National Nature Park (Ukraine)	Panchenko	2013
2307	46	Bryansk Region; Bryansk, Zhiryatino and Vygonichi Districts; interfluvialal region between Sudost’ and Desna Rivers (Russia)	Semenishchenkov	2009
2308	10	Sumy Region (Lebedin, Sumy and Okhtyrka Districts), Psel and Vorskla River valleys (Ukraine)	Goncharenko	2003
2309	18	Kursk Region; Belyovsky, Kursk, Medvensky, Oktyabr'sky, Solntsevsk and Zheleznogorsk Districts (Russia)	Semenishchenkov & Poluyanov	2014
2310	23	Kursk Region, valleys of the Seim and Psel Rivers in the Kursk, Kurchatov and Sudzha Districts (Russia)	Semenishchenkov & Poluyanov (2014: 115, tab. 4, rels. 1–23)	2014
2311	4	South- and Middle-Brandenburg and Altmark (Germany)	Passarge	1956
2312	4	NE-Brandenburg (Germany)	Hofmann	1960
2312	5	Mainz lime sand area (Germany)	Oberdorfer	1957
2313	6	Neckar area and Kraichgau (Germany)	Oberdorfer	1957
2313	8	NW German low mountain ranges, medium altitude (dry-warm southern slopes of limestone mountains) (Germany)	Tüxen	1937
2313	8	North-west Germany	Tüxen	1937
2314	3	South- and Middle-Brandenburg, Altmark (Germany)	Passarge	1957
2315	9	NE-Brandenburg (lower Oder valley) (Germany)	Hofmann	1965
2316	35	Tula Region, Kurkinsk and Kimov Districts, 'Kulikovo Pole' Reserve (Russia)	Semenishchenkov & Poluyanov (2014: 106, tab. 1, rels. 1-35)	2014
2317	4	Poltava Region, Kobelyaky District (Ukraine)	Bajrak (1996: 56, tab. 2. rels. 1–4)	1996
2318	14	Poltava Region, Zolotonosha Ddistrict, lower basin of the Sula River (Ukraine)	Vorobyov et al. (2017: 30, tab. 1, rels. 1-14)	2017
2319	10	Belgorod Region, Borisov and Graivoron Districts (Russia)	Semenishchenkov & Poluyanov (2014: 110, tab. 2, rels. 1–10)	2014
2320	12	Altmark, South-West-Mecklenburg, Brandenburg (Germany)	Passarge	1957
2321	76	Dnipropetrovsk Region, Novomoskovsk District (Ukraine)	Nazarenko & Kuzemko (2011, tab. 1, syntaxon 12)	2011
2322		Bashkortostan (Russia)	Goncharenko et al.	2022
2322		Meleuz (Russia)	Goncharenko et al.	2022
2322		Bashkiria (Russia)	Goncharenko et al.	2022
2322	7	Bashkortostan, Burzyan District, Shulgan-Tash State Nature Reserve (Russia)	Martynenko et al. (2005: 134, tab. 8, rels. 1â€“7)	2005
2322	8	Bashkortostan, Meleuz Kugarchin District, National Park 'Bashkiria' (Russia)	Mirkin et al. (2010: 336, tab. 36, rels. 6–13)	2010
2323		Bashkortostan (Russia)	Goncharenko et al.	2022
2323		south Ural (Russia)	Goncharenko et al.	2022
2323	23	Southern Urals, Bashkortostan (Russia)	Martynenko et al. (2008: 58, tab. 2, syntaxon 2)	2008
2330	12	Brandenburg, (South-Mecklenburg, Altmark) (Germany)	Passarge	1964
2340	1	Hagenow Land (Germany)	Passarge	1962
2340	1	Spandau Forest (Germany)	Riecke	1960
2350	5	South-East-Altmark, East-Havelland (Germany)	Passarge	1957
2360	12	Altmark, South-West-Mecklenburg, Brandenburg (Germany)	Passarge	1957
2370	6	South-East-Mecklenburg (Germany)	Passarge	1968
2380	n.n.	South Scandinavia	Dierschke et Bohn 2004	2004
2380	1600	Growth districts: 7 Stegener Gutland, 10 Eisch-Mamer Gutland, 11 Schooffielser and Müllerthaler Gutland, 12 Southern Gutland, 14 Pafebierger and Oetringer Gutland, 15 Moselle Foreland and Syrtal (Luxembourg)	Niemeyer et al. 2010	2010
2380	4	Brandenburg (Germany)	Passarge	1968
2380	7	Leinebergland (Germany)	Rühl	1960
2381	n.n.	Aquitaine Basin to Paris Region (France)	Julve 	1997
2382	n.n.	Départements Pyrénées-Orientales, Manche, Ille-et-Vilaine, Cotes d'Amor, Morbihan, Finistère (France)	Julve 	2024
2382		river Caia at Km 408 of highway N. V, Bajadoz (Spain)	Ladero-Alvarez et Morales in Rivas-Martínez et al. 2002	1999
2382		eastern Po plain (Italy)	Poldini et al. 2020	2020
2383	n.n.	Départements Gironde, Landes, Pyrénées-Atlantiques (France)	Julve 	2024
2384		Atlantic coast (France)	Gehu et Gehu-Franck	1984
2384	n.n.	Départements Charente Maritime, Gironde, Landes, Pyrénées-Atlantiques (France)	Julve 	2024
2385	n.n.	Départements Charente Maritime, Gironde, Landes, Pyrénées-Atlantiques, Haute-Garonne, lot-et-Garonne, Dordogne, Charente, Sarthe, Mayenne, Yvelines (France)	Julve 	2024
2386		Valli Cuneesi (Valle Grana e Maira);  in Valle Susa (Italy)	Camerano et al. 2008	2008
2386	n.n.	Jura, Alps, Pyrenees (France)	Julve 	2024
2387	n.n.	Vosges, Jura, Alps, Pyrenees, Massif Central  (France)	Julve 	2024
2388	n.n.	Départements Pyrénées-Orientales, Aude, Hérault, Gard, Vaucluse, Bouche du Rhone, Var, Alpes-Maritimes, Drome, Rhone  (France)	Julve 	2024
2389		Mirador (viewpoint) de Vegamián (Spain)	Penas Merino et Puente Garzia in Rivas-Martinez et al. 2002	1999
2389		Barrios de Luna dam. León (Spain)	Penas Merino et Puente Garzia in Rivas-Martinez et al. 2002	1999
2389		Santa Lucia de Gordon, Leon (Spain)	Rivas-Martinez et al. 1984	1984
2389		Salentinos, Leon (Spain)	Rivas-Martinez et al. 1984	1984
2389		Puerto del Ranadoiro, Asturias (Spain)	Rivas-Martinez et al. 1984	1984
2389		Rioscuro, Leon (Spain)	Rivas-Martinez et al. 1984	1984
2389		Cervera de Pisuerga, Palencia (Spain)	Rivas-Martinez et al. 1984	1984
2389		Palencia: Molino Los LIazos (Spain)	Rivas-Martinez et al. 2002	2002
2389		Palencia: El Manzanar (Spain)	Rivas-Martinez et al. 2002	2002
2389		Palencia: El Coñel (Spain)	Rivas-Martinez et al. 2002	2002
2389		Palencia: Ruesga (Spain)	Rivas-Martinez et al. 2002	2002
2389		Palencia: Las Riberas (Spain)	Rivas-Martinez et al. 2002	2002
2390		De Potes a Vega de Liebana, Cantabria (Spain)	Rivas-Martinez et al. 1984	1984
2390		Puente Poncebos, Asturias (Spain)	Rivas-Martinez et al. 1984	1984
2390		Desfiladero de La Hermida, Cantabria (Spain)	Rivas-Martinez et al. 1984	1984
